ID,Season,Team1Seed,Team2Seed,SeedDiff,IDTeams_c_score,NumOTsum_c_score,NumOTmean_c_score,NumOTmedian_c_score,NumOTmax_c_score,NumOTmin_c_score,NumOTstd_c_score,NumOTskew_c_score,NumOTnunique_c_score,WFGMsum_c_score,WFGMmean_c_score,WFGMmedian_c_score,WFGMmax_c_score,WFGMmin_c_score,WFGMstd_c_score,WFGMskew_c_score,WFGMnunique_c_score,WFGAsum_c_score,WFGAmean_c_score,WFGAmedian_c_score,WFGAmax_c_score,WFGAmin_c_score,WFGAstd_c_score,WFGAskew_c_score,WFGAnunique_c_score,WFGM3sum_c_score,WFGM3mean_c_score,WFGM3median_c_score,WFGM3max_c_score,WFGM3min_c_score,WFGM3std_c_score,WFGM3skew_c_score,WFGM3nunique_c_score,WFGA3sum_c_score,WFGA3mean_c_score,WFGA3median_c_score,WFGA3max_c_score,WFGA3min_c_score,WFGA3std_c_score,WFGA3skew_c_score,WFGA3nunique_c_score,WFTMsum_c_score,WFTMmean_c_score,WFTMmedian_c_score,WFTMmax_c_score,WFTMmin_c_score,WFTMstd_c_score,WFTMskew_c_score,WFTMnunique_c_score,WFTAsum_c_score,WFTAmean_c_score,WFTAmedian_c_score,WFTAmax_c_score,WFTAmin_c_score,WFTAstd_c_score,WFTAskew_c_score,WFTAnunique_c_score,WORsum_c_score,WORmean_c_score,WORmedian_c_score,WORmax_c_score,WORmin_c_score,WORstd_c_score,WORskew_c_score,WORnunique_c_score,WDRsum_c_score,WDRmean_c_score,WDRmedian_c_score,WDRmax_c_score,WDRmin_c_score,WDRstd_c_score,WDRskew_c_score,WDRnunique_c_score,WAstsum_c_score,WAstmean_c_score,WAstmedian_c_score,WAstmax_c_score,WAstmin_c_score,WAststd_c_score,WAstskew_c_score,WAstnunique_c_score,WTOsum_c_score,WTOmean_c_score,WTOmedian_c_score,WTOmax_c_score,WTOmin_c_score,WTOstd_c_score,WTOskew_c_score,WTOnunique_c_score,WStlsum_c_score,WStlmean_c_score,WStlmedian_c_score,WStlmax_c_score,WStlmin_c_score,WStlstd_c_score,WStlskew_c_score,WStlnunique_c_score,WBlksum_c_score,WBlkmean_c_score,WBlkmedian_c_score,WBlkmax_c_score,WBlkmin_c_score,WBlkstd_c_score,WBlkskew_c_score,WBlknunique_c_score,WPFsum_c_score,WPFmean_c_score,WPFmedian_c_score,WPFmax_c_score,WPFmin_c_score,WPFstd_c_score,WPFskew_c_score,WPFnunique_c_score,LFGMsum_c_score,LFGMmean_c_score,LFGMmedian_c_score,LFGMmax_c_score,LFGMmin_c_score,LFGMstd_c_score,LFGMskew_c_score,LFGMnunique_c_score,LFGAsum_c_score,LFGAmean_c_score,LFGAmedian_c_score,LFGAmax_c_score,LFGAmin_c_score,LFGAstd_c_score,LFGAskew_c_score,LFGAnunique_c_score,LFGM3sum_c_score,LFGM3mean_c_score,LFGM3median_c_score,LFGM3max_c_score,LFGM3min_c_score,LFGM3std_c_score,LFGM3skew_c_score,LFGM3nunique_c_score,LFGA3sum_c_score,LFGA3mean_c_score,LFGA3median_c_score,LFGA3max_c_score,LFGA3min_c_score,LFGA3std_c_score,LFGA3skew_c_score,LFGA3nunique_c_score,LFTMsum_c_score,LFTMmean_c_score,LFTMmedian_c_score,LFTMmax_c_score,LFTMmin_c_score,LFTMstd_c_score,LFTMskew_c_score,LFTMnunique_c_score,LFTAsum_c_score,LFTAmean_c_score,LFTAmedian_c_score,LFTAmax_c_score,LFTAmin_c_score,LFTAstd_c_score,LFTAskew_c_score,LFTAnunique_c_score,LORsum_c_score,LORmean_c_score,LORmedian_c_score,LORmax_c_score,LORmin_c_score,LORstd_c_score,LORskew_c_score,LORnunique_c_score,LDRsum_c_score,LDRmean_c_score,LDRmedian_c_score,LDRmax_c_score,LDRmin_c_score,LDRstd_c_score,LDRskew_c_score,LDRnunique_c_score,LAstsum_c_score,LAstmean_c_score,LAstmedian_c_score,LAstmax_c_score,LAstmin_c_score,LAststd_c_score,LAstskew_c_score,LAstnunique_c_score,LTOsum_c_score,LTOmean_c_score,LTOmedian_c_score,LTOmax_c_score,LTOmin_c_score,LTOstd_c_score,LTOskew_c_score,LTOnunique_c_score,LStlsum_c_score,LStlmean_c_score,LStlmedian_c_score,LStlmax_c_score,LStlmin_c_score,LStlstd_c_score,LStlskew_c_score,LStlnunique_c_score,LBlksum_c_score,LBlkmean_c_score,LBlkmedian_c_score,LBlkmax_c_score,LBlkmin_c_score,LBlkstd_c_score,LBlkskew_c_score,LBlknunique_c_score,LPFsum_c_score,LPFmean_c_score,LPFmedian_c_score,LPFmax_c_score,LPFmin_c_score,LPFstd_c_score,LPFskew_c_score,LPFnunique_c_score,Pred
2010_1181_1452,2010,1.0,2.0,-1.0,1181_1452,0,0.0,0.0,0,0,0.0,-1.0,1,54,27.0,27.0,29,25,2.8284271247461903,-1.0,2,117,58.5,58.5,62,55,4.949747468305833,-1.0,2,17,8.5,8.5,13,4,6.363961030678928,-1.0,2,36,18.0,18.0,25,11,9.899494936611665,-1.0,2,26,13.0,13.0,19,7,8.48528137423857,-1.0,2,31,15.5,15.5,22,9,9.192388155425117,-1.0,2,30,15.0,15.0,19,11,5.656854249492381,-1.0,2,46,23.0,23.0,28,18,7.0710678118654755,-1.0,2,32,16.0,16.0,20,12,5.656854249492381,-1.0,2,23,11.5,11.5,17,6,7.7781745930520225,-1.0,2,6,3.0,3.0,5,1,2.8284271247461903,-1.0,2,6,3.0,3.0,5,1,2.8284271247461903,-1.0,2,41,20.5,20.5,25,16,6.363961030678928,-1.0,2,38,19.0,19.0,19,19,0.0,-1.0,1,96,48.0,48.0,50,46,2.8284271247461903,-1.0,2,10,5.0,5.0,5,5,0.0,-1.0,1,34,17.0,17.0,22,12,7.0710678118654755,-1.0,2,38,19.0,19.0,24,14,7.0710678118654755,-1.0,2,51,25.5,25.5,32,19,9.192388155425117,-1.0,2,18,9.0,9.0,11,7,2.8284271247461903,-1.0,2,36,18.0,18.0,20,16,2.8284271247461903,-1.0,2,17,8.5,8.5,11,6,3.5355339059327378,-1.0,2,23,11.5,11.5,13,10,2.1213203435596424,-1.0,2,7,3.5,3.5,6,1,3.5355339059327378,-1.0,2,7,3.5,3.5,4,3,0.7071067811865476,-1.0,2,35,17.5,17.5,23,12,7.7781745930520225,-1.0,2,1.0
2010_1139_1181,2010,5.0,1.0,4.0,1139_1181,0,0.0,0.0,0,0,0.0,0.0,1,76,25.333333333333332,25.0,28,23,2.5166114784235827,0.585582726281392,3,158,52.666666666666664,53.0,53,52,0.5773502691896247,-1.7320508075688406,2,18,6.0,5.0,8,5,1.7320508075688772,1.7320508075688774,2,58,19.333333333333332,17.0,26,15,5.859465277082315,1.5078084839697175,3,53,17.666666666666668,19.0,24,10,7.0945988845975885,-0.8158430891370954,3,66,22.0,21.0,29,16,6.557438524302,0.670284413787495,3,32,10.666666666666666,11.0,12,9,1.5275252316519468,-0.9352195295828207,3,80,26.666666666666668,26.0,28,26,1.1547005383792517,1.732050807568868,2,33,11.0,11.0,12,10,1.0,0.0,3,41,13.666666666666666,14.0,15,12,1.5275252316519465,-0.9352195295828207,3,20,6.666666666666667,6.0,9,5,2.081665999466133,1.293342780733395,3,13,4.333333333333333,5.0,7,1,3.0550504633038935,-0.9352195295828237,3,43,14.333333333333334,14.0,19,10,4.509249752822894,0.3308318147058979,3,68,22.666666666666668,22.0,26,20,3.0550504633038935,0.9352195295828207,3,174,58.0,58.0,58,58,0.0,0.0,1,23,7.666666666666667,8.0,9,6,1.5275252316519468,-0.9352195295828264,3,59,19.666666666666668,18.0,26,15,5.686240703077327,1.2056594965075191,3,30,10.0,10.0,13,7,3.0,0.0,3,48,16.0,18.0,20,10,5.291502622129181,-1.457862967321305,3,35,11.666666666666666,12.0,14,9,2.5166114784235836,-0.5855827262813856,3,57,19.0,21.0,23,13,5.291502622129181,-1.457862967321305,3,29,9.666666666666666,7.0,15,7,4.618802153517006,1.7320508075688785,2,33,11.0,10.0,15,8,3.605551275463989,1.1520696383139377,3,24,8.0,10.0,10,4,3.4641016151377544,-1.7320508075688774,2,2,0.6666666666666666,0.0,2,0,1.1547005383792517,1.732050807568878,2,61,20.333333333333332,19.0,24,18,3.214550253664318,1.5453925256950243,3,0.0
2011_1155_1412,2011,12.0,12.0,0.0,1155_1412,0,0.0,0.0,0,0,0.0,-1.0,1,54,27.0,27.0,28,26,1.4142135623730951,-1.0,2,104,52.0,52.0,54,50,2.8284271247461903,-1.0,2,8,4.0,4.0,4,4,0.0,-1.0,1,29,14.5,14.5,16,13,2.1213203435596424,-1.0,2,32,16.0,16.0,18,14,2.8284271247461903,-1.0,2,38,19.0,19.0,22,16,4.242640687119285,-1.0,2,9,4.5,4.5,5,4,0.7071067811865476,-1.0,2,42,21.0,21.0,25,17,5.656854249492381,-1.0,2,29,14.5,14.5,17,12,3.5355339059327378,-1.0,2,24,12.0,12.0,12,12,0.0,-1.0,1,22,11.0,11.0,12,10,1.4142135623730951,-1.0,2,5,2.5,2.5,3,2,0.7071067811865476,-1.0,2,32,16.0,16.0,20,12,5.656854249492381,-1.0,2,45,22.5,22.5,27,18,6.363961030678928,-1.0,2,110,55.0,55.0,62,48,9.899494936611665,-1.0,2,17,8.5,8.5,12,5,4.949747468305833,-1.0,2,43,21.5,21.5,24,19,3.5355339059327378,-1.0,2,11,5.5,5.5,7,4,2.1213203435596424,-1.0,2,21,10.5,10.5,14,7,4.949747468305833,-1.0,2,29,14.5,14.5,22,7,10.606601717798213,-1.0,2,44,22.0,22.0,22,22,0.0,-1.0,1,19,9.5,9.5,10,9,0.7071067811865476,-1.0,2,45,22.5,22.5,26,19,4.949747468305833,-1.0,2,6,3.0,3.0,4,2,1.4142135623730951,-1.0,2,6,3.0,3.0,3,3,0.0,-1.0,1,27,13.5,13.5,17,10,4.949747468305833,-1.0,2,1.0
2011_1114_1421,2011,16.0,16.0,0.0,1114_1421,1,1.0,1.0,1,1,-1.0,-1.0,1,27,27.0,27.0,27,27,-1.0,-1.0,1,54,54.0,54.0,54,54,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,23,23.0,23.0,23,23,-1.0,-1.0,1,28,28.0,28.0,28,28,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,29,29.0,29.0,29,29,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,1,1.0,1.0,1,1,-1.0,-1.0,1,25,25.0,25.0,25,25,-1.0,-1.0,1,24,24.0,24.0,24,24,-1.0,-1.0,1,56,56.0,56.0,56,56,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,29,29.0,29.0,29,29,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,26,26.0,26.0,26,26,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,26,26.0,26.0,26,26,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,2,2.0,2.0,2,2,-1.0,-1.0,1,24,24.0,24.0,24,24,-1.0,-1.0,1,0.0
2011_1106_1427,2011,16.0,16.0,0.0,1106_1427,0,0.0,0.0,0,0,-1.0,-1.0,1,23,23.0,23.0,23,23,-1.0,-1.0,1,54,54.0,54.0,54,54,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,30,30.0,30.0,30,30,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,30,30.0,30.0,30,30,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,0,0.0,0.0,0,0,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,62,62.0,62.0,62,62,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,26,26.0,26.0,26,26,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,28,28.0,28.0,28,28,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,3,3.0,3.0,3,3,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,0.0
2011_1425_1433,2011,11.0,11.0,0.0,1425_1433,0,0.0,0.0,0,0,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,59,59.0,59.0,59,59,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,24,24.0,24.0,24,24,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,23,23.0,23.0,23,23,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,5,5.0,5.0,5,5,-1.0,-1.0,1,3,3.0,3.0,3,3,-1.0,-1.0,1,24,24.0,24.0,24,24,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,38,38.0,38.0,38,38,-1.0,-1.0,1,1,1.0,1.0,1,1,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,25,25.0,25.0,25,25,-1.0,-1.0,1,5,5.0,5.0,5,5,-1.0,-1.0,1,26,26.0,26.0,26,26,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,2,2.0,2.0,2,2,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,0.0
2011_1139_1330,2011,8.0,9.0,-1.0,1139_1330,0,0.0,0.0,0,0,0.0,-1.0,1,41,20.5,20.5,22,19,2.1213203435596424,-1.0,2,100,50.0,50.0,54,46,5.656854249492381,-1.0,2,16,8.0,8.0,9,7,1.4142135623730951,-1.0,2,50,25.0,25.0,26,24,1.4142135623730951,-1.0,2,19,9.5,9.5,10,9,0.7071067811865476,-1.0,2,27,13.5,13.5,16,11,3.5355339059327378,-1.0,2,27,13.5,13.5,18,9,6.363961030678928,-1.0,2,40,20.0,20.0,26,14,8.48528137423857,-1.0,2,22,11.0,11.0,11,11,0.0,-1.0,1,26,13.0,13.0,15,11,2.8284271247461903,-1.0,2,14,7.0,7.0,8,6,1.4142135623730951,-1.0,2,4,2.0,2.0,3,1,1.4142135623730951,-1.0,2,36,18.0,18.0,21,15,4.242640687119285,-1.0,2,34,17.0,17.0,18,16,1.4142135623730951,-1.0,2,100,50.0,50.0,55,45,7.0710678118654755,-1.0,2,9,4.5,4.5,5,4,0.7071067811865476,-1.0,2,35,17.5,17.5,20,15,3.5355339059327378,-1.0,2,27,13.5,13.5,21,6,10.606601717798213,-1.0,2,34,17.0,17.0,27,7,14.142135623730951,-1.0,2,25,12.5,12.5,13,12,0.7071067811865476,-1.0,2,38,19.0,19.0,22,16,4.242640687119285,-1.0,2,12,6.0,6.0,8,4,2.8284271247461903,-1.0,2,26,13.0,13.0,15,11,2.8284271247461903,-1.0,2,17,8.5,8.5,9,8,0.7071067811865476,-1.0,2,6,3.0,3.0,4,2,1.4142135623730951,-1.0,2,38,19.0,19.0,21,17,2.8284271247461903,-1.0,2,1.0
2011_1140_1459,2011,3.0,14.0,-11.0,1140_1459,0,0.0,0.0,0,0,-1.0,-1.0,1,24,24.0,24.0,24,24,-1.0,-1.0,1,61,61.0,61.0,61,61,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,24,24.0,24.0,24,24,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,29,29.0,29.0,29,29,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,1,1.0,1.0,1,1,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,56,56.0,56.0,56,56,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,18,18.0,18.0,18,18,-1.0,-1.0,1,24,24.0,24.0,24,24,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,29,29.0,29.0,29,29,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,1.0
2011_1153_1281,2011,6.0,11.0,-5.0,1153_1281,0,0.0,0.0,0,0,-1.0,-1.0,1,29,29.0,29.0,29,29,-1.0,-1.0,1,54,54.0,54.0,54,54,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,23,23.0,23.0,23,23,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,3,3.0,3.0,3,3,-1.0,-1.0,1,2,2.0,2.0,2,2,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,24,24.0,24.0,24,24,-1.0,-1.0,1,63,63.0,63.0,63,63,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,3,3.0,3.0,3,3,-1.0,-1.0,1,18,18.0,18.0,18,18,-1.0,-1.0,1,1.0
2011_1137_1163,2011,14.0,3.0,11.0,1137_1163,0,0.0,0.0,0,0,-1.0,-1.0,1,32,32.0,32.0,32,32,-1.0,-1.0,1,66,66.0,66.0,66,66,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,24,24.0,24.0,24,24,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,36,36.0,36.0,36,36,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,5,5.0,5.0,5,5,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,51,51.0,51.0,51,51,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,21,21.0,21.0,21,21,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,1,1.0,1.0,1,1,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,5,5.0,5.0,5,5,-1.0,-1.0,1,3,3.0,3.0,3,3,-1.0,-1.0,1,1,1.0,1.0,1,1,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,0.0
2011_1196_1364,2011,2.0,15.0,-13.0,1196_1364,0,0.0,0.0,0,0,-1.0,-1.0,1,29,29.0,29.0,29,29,-1.0,-1.0,1,53,53.0,53.0,53,53,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,23,23.0,23.0,23,23,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,26,26.0,26.0,26,26,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,2,2.0,2.0,2,2,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,47,47.0,47.0,47,47,-1.0,-1.0,1,5,5.0,5.0,5,5,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,18,18.0,18.0,18,18,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,18,18.0,18.0,18,18,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,3,3.0,3.0,3,3,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,1.0
2011_1211_1385,2011,11.0,6.0,5.0,1211_1385,0,0.0,0.0,0,0,0.0,-1.0,1,55,27.5,27.5,28,27,0.7071067811865476,-1.0,2,103,51.5,51.5,52,51,0.7071067811865476,-1.0,2,13,6.5,6.5,9,4,3.5355339059327378,-1.0,2,29,14.5,14.5,15,14,0.7071067811865476,-1.0,2,36,18.0,18.0,21,15,4.242640687119285,-1.0,2,51,25.5,25.5,26,25,0.7071067811865476,-1.0,2,22,11.0,11.0,12,10,1.4142135623730951,-1.0,2,58,29.0,29.0,31,27,2.8284271247461903,-1.0,2,34,17.0,17.0,20,14,4.242640687119285,-1.0,2,32,16.0,16.0,17,15,1.4142135623730951,-1.0,2,11,5.5,5.5,6,5,0.7071067811865476,-1.0,2,4,2.0,2.0,2,2,0.0,-1.0,1,36,18.0,18.0,21,15,4.242640687119285,-1.0,2,49,24.5,24.5,27,22,3.5355339059327378,-1.0,2,118,59.0,59.0,60,58,1.4142135623730951,-1.0,2,15,7.5,7.5,8,7,0.7071067811865476,-1.0,2,39,19.5,19.5,24,15,6.363961030678928,-1.0,2,24,12.0,12.0,14,10,2.8284271247461903,-1.0,2,38,19.0,19.0,23,15,5.656854249492381,-1.0,2,22,11.0,11.0,17,5,8.48528137423857,-1.0,2,35,17.5,17.5,20,15,3.5355339059327378,-1.0,2,19,9.5,9.5,10,9,0.7071067811865476,-1.0,2,24,12.0,12.0,14,10,2.8284271247461903,-1.0,2,21,10.5,10.5,11,10,0.7071067811865476,-1.0,2,7,3.5,3.5,4,3,0.7071067811865476,-1.0,2,44,22.0,22.0,22,22,0.0,-1.0,1,1.0
2011_1243_1429,2011,5.0,12.0,-7.0,1243_1429,0,0.0,0.0,0,0,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,54,54.0,54.0,54,54,-1.0,-1.0,1,5,5.0,5.0,5,5,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,24,24.0,24.0,24,24,-1.0,-1.0,1,28,28.0,28.0,28,28,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,21,21.0,21.0,21,21,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,2,2.0,2.0,2,2,-1.0,-1.0,1,1,1.0,1.0,1,1,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,23,23.0,23.0,23,23,-1.0,-1.0,1,50,50.0,50.0,50,50,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,18,18.0,18.0,18,18,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,21,21.0,21.0,21,21,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,21,21.0,21.0,21,21,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,2,2.0,2.0,2,2,-1.0,-1.0,1,2,2.0,2.0,2,2,-1.0,-1.0,1,25,25.0,25.0,25,25,-1.0,-1.0,1,1.0
2011_1246_1343,2011,4.0,13.0,-9.0,1246_1343,0,0.0,0.0,0,0,-1.0,-1.0,1,24,24.0,24.0,24,24,-1.0,-1.0,1,47,47.0,47.0,47,47,-1.0,-1.0,1,5,5.0,5.0,5,5,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,5,5.0,5.0,5,5,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,24,24.0,24.0,24,24,-1.0,-1.0,1,52,52.0,52.0,52,52,-1.0,-1.0,1,3,3.0,3.0,3,3,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,2,2.0,2.0,2,2,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,1.0
